OTTMUST00000058982.3;pct;3;1;3;5;6;1;4;6;4;15;10;7;1;1;1;0;0;0;8;1;0;3;1;2;0;1;1;1;1;0;108;378;404;270;0.388489208633094;695
OTTMUST00000047544.5;pct;0;2;3;3;3;0;4;1;2;11;5;2;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;2;1;186;426;375;240;0.562060889929742;427
OTTMUST00000060996.4;pct;6;10;15;22;19;15;53;40;47;58;68;8;8;3;3;6;3;1;2;2;4;3;3;4;8;5;7;4;3;11;2;3476;3524;3474;0.999137187230371;3477
OTTMUST00000117815.1;pct;0;16;2;17;4;14;33;34;38;39;38;2;8;3;0;2;9;0;1;0;1;0;1;2;2;2;3;0;0;9;195;1377;1331;1182;0.567996155694378;2081
OTTMUST00000039462.3;pct;12;1;34;4;27;3;11;28;14;48;52;28;8;10;13;6;1;1;11;7;7;11;16;3;0;0;10;19;12;1;3;3405;3602;3402;0.966477272727273;3520
OTTMUST00000144151.3;pct;1;10;9;4;11;9;17;11;15;18;15;2;1;2;2;3;2;1;4;1;0;1;3;2;3;3;2;2;3;3;206;1133;1052;927;0.674181818181818;1375
OTTMUST00000158559.1;pct;0;20;7;9;6;19;33;33;39;32;24;3;9;0;2;0;10;0;2;0;3;0;0;0;2;1;1;1;2;8;0;1146;1196;1146;0.487659574468085;2350
OTTMUST00000081113.1;pct;1;1;1;3;0;4;9;9;8;11;11;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;46;505;646;459;0.796875;576
OTTMUST00000141173.1;pct;0;2;4;3;5;5;17;11;11;29;21;2;3;1;1;1;0;0;1;1;0;1;2;2;1;2;2;3;2;1;387;1179;854.5;792;0.559717314487633;1415
OTTMUST00000113771.1;pct;22;51;56;75;101;30;96;80;110;139;120;16;17;24;12;14;24;7;18;21;19;14;25;9;20;16;18;14;16;17;450;6336;5906;5886;0.590726615816941;9964
OTTMUST00000082834.2;pct;17;30;42;31;44;32;53;75;69;110;121;13;24;12;12;7;12;2;10;10;10;3;19;6;20;6;8;11;13;9;614;4433;3813.5;3819;0.513513513513513;7437
OTTMUST00000040371.2;pct;3;7;24;4;14;4;13;16;27;30;38;16;7;6;5;4;0;4;2;7;3;1;5;4;4;2;10;3;1;1;97;1504;1583;1407;0.765089722675367;1839
OTTMUST00000103685.1;pct;4;11;3;15;19;10;25;28;12;38;23;6;11;5;2;2;2;1;7;2;3;4;5;1;3;1;4;4;0;1;172;1186;1214;1014;0.460281434407626;2203
OTTMUST00000085704.1;pct;55;15;57;18;74;21;21;41;62;118;84;38;10;23;17;9;2;1;25;21;13;22;16;11;6;7;12;23;8;3;405;6087;5745;5682;0.781030927835052;7275
OTTMUST00000158297.1;pct;5;5;2;1;1;2;13;10;16;12;12;0;3;1;0;0;1;0;0;1;3;1;0;1;0;2;0;0;0;1;137;731;744;594;0.810368349249659;733
OTTMUST00000067864.2;pct;1;3;0;0;0;4;3;4;4;9;3;0;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;2;0;0;16;124;308;108;0.320474777448071;337
OTTMUST00000066599.1;pct;4;7;2;6;7;5;16;16;17;28;20;3;5;0;2;0;4;0;3;0;1;2;2;0;5;1;2;1;1;2;71;638;704;567;0.400706713780919;1415
OTTMUST00000111506.1;pct;1;4;5;1;7;3;8;12;16;9;19;4;1;1;2;3;2;2;2;3;0;3;4;1;4;1;0;3;3;3;248;944;843;696;0.584873949579832;1190
OTTMUST00000025545.1;pct;3;1;9;2;6;1;3;6;13;8;12;2;2;2;3;2;0;1;1;1;2;1;2;3;0;2;4;2;1;0;131;734;698.5;603;0.779069767441861;774
OTTMUST00000054611.1;pct;8;3;17;2;11;10;7;20;33;47;32;11;10;9;12;2;2;1;10;12;6;5;6;5;4;7;3;5;3;3;0;1905;1955;1905;0.764753111200321;2491
OTTMUST00000069494.1;pct;4;14;6;15;9;8;22;27;26;29;30;1;6;2;2;2;6;1;2;2;1;0;1;2;7;4;1;0;0;7;134;1034;1100;900;0.487540628385699;1846
OTTMUST00000110470.1;pct;5;23;12;43;18;12;63;51;44;57;61;8;10;5;2;4;9;2;2;3;3;0;7;3;9;1;7;4;2;3;179;2237;2258;2058;0.465295048609541;4423
OTTMUST00000117361.2;pct;0;15;3;29;6;4;46;26;19;18;28;3;4;0;0;2;5;1;1;0;1;0;1;0;3;1;3;0;2;5;134;593;635;459;0.274029850746269;1675
OTTMUST00000078356.3;pct;29;55;58;46;36;41;102;132;174;162;228;19;47;10;15;9;26;7;19;22;14;14;13;7;38;15;8;10;6;38;1040;8174;7127.5;7134;0.674546142208775;10576
OTTMUST00000038136.2;pct;4;4;9;1;8;5;6;8;8;19;9;2;4;2;2;3;1;1;2;2;2;2;1;3;2;1;2;3;1;1;184;820;777.5;636;0.695842450765864;914
OTTMUST00000068822.1;pct;9;9;19;10;22;11;19;27;37;55;38;9;10;10;7;2;5;1;9;6;8;4;8;7;10;8;1;2;2;4;258;2049;1938.5;1791;0.525682418550044;3407
OTTMUST00000152398.1;pct;1;2;4;2;3;5;4;5;5;6;11;0;1;0;0;0;1;0;0;0;2;1;0;1;2;1;1;1;0;3;123;369;335;246;0.345991561181435;711
OTTMUST00000102864.1;pct;14;17;33;6;24;15;16;16;43;56;34;11;4;12;12;3;4;0;6;8;9;6;9;8;3;10;7;2;5;4;1205;2657;879.5;1452;0.50965250965251;2849
OTTMUST00000090729.1;pct;3;18;16;16;8;9;59;37;43;40;68;4;5;3;3;3;17;3;3;3;6;4;5;4;9;1;3;2;4;14;78;3279;3398.5;3201;0.898904802021904;3561
OTTMUST00000043086.1;pct;0;9;14;4;5;14;23;35;37;52;36;4;14;4;4;0;3;2;4;4;0;3;2;1;5;3;4;2;2;8;62;2390;2528;2328;0.87125748502994;2672
OTTMUST00000090828.2;pct;8;47;21;29;24;24;57;46;72;66;81;2;9;3;5;3;19;1;4;4;8;3;9;3;10;9;5;5;3;16;213;2433;2348;2220;0.506733622460625;4381
OTTMUST00000089828.1;pct;126;9;95;19;118;20;55;122;84;273;143;49;44;65;51;15;2;9;55;42;29;21;66;38;18;13;16;49;13;6;97;13750;13853;13653;0.913549682167949;14945
OTTMUST00000143398.2;pct;1;10;11;17;9;5;28;35;33;41;30;7;8;2;2;2;9;0;5;0;2;2;1;1;10;2;4;4;3;3;293;1673;1503;1380;0.555779299234797;2483
OTTMUST00000152842.1;pct;3;21;14;68;11;32;62;61;77;73;104;2;12;1;2;2;20;2;3;1;2;2;0;3;11;3;6;9;3;9;0;4962;5062;4962;0.986285032796661;5031
OTTMUST00000074109.2;pct;6;11;13;4;4;18;27;19;46;31;43;5;5;3;3;0;9;1;2;2;5;0;2;2;6;2;4;2;1;7;237;651;488;414;0.212744090441932;1946
OTTMUST00000082020.1;pct;1;15;11;16;12;14;33;26;37;45;43;2;5;5;3;1;12;3;0;3;4;2;2;5;5;5;3;2;2;9;264;1521;1397;1257;0.536491677336748;2343
OTTMUST00000039956.1;pct;12;6;24;4;12;13;15;48;47;98;68;12;14;6;10;0;5;7;8;8;4;3;5;3;10;5;4;7;6;6;2;4409;4457;4407;0.928767123287671;4745
OTTMUST00000137590.1;pct;2;16;10;25;17;13;47;37;37;80;66;8;8;7;3;5;10;3;9;5;7;1;3;2;7;0;6;2;1;7;146;2297;2315;2151;0.539638735574511;3986
OTTMUST00000059816.1;pct;10;53;26;40;26;28;99;83;97;120;138;10;27;12;8;7;25;7;11;16;9;10;12;6;21;6;6;9;4;17;173;4925;4891;4752;0.581568963407172;8171
OTTMUST00000145296.2;pct;69;14;131;19;144;33;75;146;108;304;157;50;41;61;70;17;6;13;51;26;26;31;57;25;11;11;30;49;22;3;136;15244;15308;15108;0.983657790220718;15359
OTTMUST00000022148.1;pct;4;3;9;8;13;6;6;9;14;29;20;3;1;8;1;1;4;0;2;2;1;5;3;2;1;0;0;4;0;3;226;808;648;582;0.349130173965207;1667
OTTMUST00000125398.2;pct;14;23;26;15;25;13;44;36;43;54;48;5;8;10;13;4;7;3;7;5;6;6;8;5;6;2;6;9;7;5;1;1945;1994;1944;0.614218009478673;3165
OTTMUST00000144467.1;pct;3;19;5;2;10;14;11;24;20;45;30;6;12;7;2;3;3;2;5;4;2;3;2;3;5;1;1;1;4;3;67;1132;1265;1065;0.442827442827443;2405
OTTMUST00000066940.2;pct;7;11;11;13;13;10;18;29;27;33;35;2;11;2;4;1;4;5;0;1;4;2;3;3;6;2;2;1;2;3;490;1393;918;903;0.358617950754567;2518
OTTMUST00000127653.2;pct;1;1;6;2;6;4;7;8;11;7;5;1;3;1;3;0;0;0;0;1;2;1;1;0;1;2;2;0;2;0;172;487;329;315;0.644171779141104;489
OTTMUST00000080061.2;pct;3;0;2;1;2;0;2;2;2;6;2;3;0;1;1;1;0;0;3;1;2;0;2;2;2;0;0;0;1;1;142;343;321;201;0.582608695652174;345
OTTMUST00000059081.7;pct;1;3;9;0;6;3;7;3;9;13;4;0;0;2;4;0;0;0;1;2;3;0;2;0;2;2;2;1;0;0;37;163;326;126;0.151624548736462;831
OTTMUST00000075754.1;pct;16;4;17;6;25;14;17;38;24;64;42;12;12;8;9;5;4;2;2;2;5;4;2;6;8;1;6;3;2;3;274;3421;3347;3147;0.88250140213124;3566
OTTMUST00000037741.4;pct;1;1;7;1;2;5;1;2;7;12;4;1;1;2;3;0;1;0;3;3;3;0;0;2;0;1;1;0;0;0;1;211;260;210;0.391061452513966;537
OTTMUST00000049673.1;pct;0;4;3;11;2;8;11;20;12;17;19;0;7;1;0;0;3;0;0;0;0;0;1;0;0;0;1;1;0;3;36;918;1082;882;0.650922509225092;1355
OTTMUST00000012989.4;pct;2;2;5;2;5;5;3;4;6;8;3;0;0;1;5;0;2;0;0;1;0;1;0;2;1;1;0;1;0;0;94;133;239;39;0.0642504118616145;607
OTTMUST00000078642.3;pct;7;14;8;13;15;6;32;29;31;42;49;2;6;4;7;5;8;6;4;5;4;5;5;4;12;1;2;3;0;9;198;1077;982.5;879;0.422596153846154;2080
OTTMUST00000117272.1;pct;6;2;4;3;8;3;3;3;10;20;8;2;1;3;2;2;1;1;1;1;5;1;2;1;0;0;1;3;1;0;2;545;593;543;0.521613832853026;1041
OTTMUST00000132689.1;pct;0;24;10;32;6;23;54;33;56;37;40;2;5;2;2;1;5;1;1;1;0;3;1;0;9;3;0;2;1;4;275;1694;1508;1419;0.529873039581777;2678
OTTMUST00000050800.2;pct;12;27;32;50;24;29;69;61;63;76;84;6;13;5;9;4;10;3;7;5;8;5;9;4;10;5;9;8;4;12;854;3314;2642;2460;0.476836596239581;5159
OTTMUST00000093979.1;pct;7;0;9;0;4;1;4;3;5;10;10;0;0;0;2;1;0;0;1;0;0;4;3;0;1;0;1;7;0;0;66;741;825;675;0.909703504043127;742
OTTMUST00000112932.1;pct;21;24;17;12;20;10;27;27;23;35;22;4;8;8;7;2;4;4;2;5;4;5;5;2;3;2;1;3;2;3;13;1150;1237;1137;0.470612582781457;2416
OTTMUST00000139425.1;pct;17;32;59;37;72;38;77;98;116;159;114;29;21;24;14;13;15;8;25;12;11;21;9;13;14;17;16;12;17;13;244;8491;8423;8247;0.84480639213276;9762
OTTMUST00000065192.1;pct;0;8;7;11;12;6;26;32;20;29;23;4;9;6;2;5;3;1;1;1;0;4;1;3;4;1;2;0;3;3;271;2413;2292;2142;0.846305807981035;2531
OTTMUST00000058582.1;pct;6;29;11;35;16;29;68;52;59;55;77;6;4;2;6;4;14;0;2;0;7;6;4;7;16;4;2;3;3;15;277;1138;916;861;0.219083969465649;3930
OTTMUST00000083280.1;pct;27;11;33;22;17;10;41;35;49;48;65;11;15;4;9;3;7;3;14;12;7;9;4;4;9;4;11;8;2;7;88;3553;3665;3465;0.88011176022352;3937
OTTMUST00000156356.1;pct;0;6;5;7;4;2;11;9;11;12;9;0;0;0;0;1;2;0;0;0;0;1;0;0;0;1;2;2;2;1;86;494;554;408;0.589595375722543;692
OTTMUST00000142783.1;pct;12;7;18;4;12;6;18;22;19;28;17;7;6;7;6;2;3;0;9;4;3;6;7;3;1;1;3;3;2;1;56;1289;1422.5;1233;0.62241292276628;1981
OTTMUST00000031418.1;pct;1;12;9;22;8;12;25;26;37;41;37;2;6;4;11;1;3;1;4;1;2;3;1;4;4;1;0;4;1;6;538;1264;758.5;726;0.32109685979655;2261
OTTMUST00000023644.1;pct;12;19;52;25;36;26;47;61;68;101;91;19;9;13;7;11;5;3;14;8;8;17;7;9;8;11;6;9;8;4;147;5460;5513;5313;0.886534290005006;5993
OTTMUST00000086182.1;pct;1;6;12;10;15;2;25;27;23;27;26;3;7;6;1;4;5;2;3;6;4;1;6;2;1;3;5;6;5;2;348;2121;1812;1773;0.785904255319149;2256
OTTMUST00000090334.2;pct;4;0;6;3;4;1;3;4;6;10;8;0;1;4;3;1;1;0;0;3;1;0;1;1;0;1;1;3;0;1;2;287;335;285;0.627753303964758;454
OTTMUST00000090535.1;pct;4;4;14;1;19;4;20;26;15;41;37;4;6;7;7;5;5;2;5;1;3;2;5;3;8;1;4;5;4;6;16;2254;2438;2238;0.898073836276084;2492
OTTMUST00000123130.1;pct;5;11;6;15;11;5;38;20;32;33;43;4;9;5;1;1;3;2;3;2;3;2;1;4;5;2;2;1;0;8;179;2033;1973;1854;0.736883942766296;2516
OTTMUST00000016581.1;pct;9;5;30;4;26;12;32;36;40;77;50;6;17;14;17;2;5;7;9;12;3;7;10;5;5;6;3;9;4;2;338;2735;2597;2397;0.66824644549763;3587
OTTMUST00000059867.3;pct;5;11;8;11;16;7;32;15;33;47;37;2;3;6;5;0;3;1;1;6;4;0;6;5;4;2;2;2;2;4;146;1766;1820;1620;0.671641791044776;2412
OTTMUST00000005624.3;pct;7;2;9;0;4;0;1;3;2;11;3;3;1;2;4;0;2;0;3;2;1;0;1;2;3;1;2;1;1;0;352;682;480;330;0.481751824817518;685
OTTMUST00000110438.2;pct;4;4;3;7;6;3;11;9;17;15;17;4;2;1;1;1;1;1;3;1;0;1;2;0;1;0;3;1;1;0;130;898;864;768;0.852386237513873;901
OTTMUST00000013542.2;pct;22;7;14;3;10;6;10;11;15;29;13;4;7;2;2;1;0;1;4;1;8;9;3;4;3;0;4;12;1;1;2;1259;1307;1257;0.75089605734767;1674
OTTMUST00000159850.1;pct;11;24;9;35;16;26;49;26;53;43;69;5;7;5;1;1;7;4;6;4;3;2;6;6;22;2;7;7;5;13;119;2300;2381;2181;0.625645438898451;3486
OTTMUST00000055247.1;pct;6;2;5;1;8;2;3;8;4;18;5;0;3;5;3;0;0;0;3;2;1;1;2;1;2;2;0;2;1;1;2;575;623;573;0.58829568788501;974
OTTMUST00000102763.1;pct;2;2;12;8;13;3;2;6;8;28;14;4;3;4;7;2;5;4;5;3;3;3;2;3;4;2;1;2;0;4;300;1158;1004.5;858;0.638868205510052;1343
OTTMUST00000081929.1;pct;9;5;13;1;13;6;11;15;20;28;27;4;5;3;7;0;3;2;7;6;6;2;5;6;2;3;6;6;3;1;645;2103;1589;1458;0.658536585365854;2214
OTTMUST00000090051.3;pct;11;38;37;58;56;41;90;84;104;145;105;9;19;14;16;10;15;4;15;13;8;16;13;11;10;8;7;12;8;13;681;5397;4753;4716;0.59522907989398;7923
OTTMUST00000138751.1;pct;11;23;35;27;33;28;81;68;85;99;115;8;18;10;21;5;16;6;11;13;6;5;9;6;12;6;4;5;11;5;202;6229;6039;6027;0.939809761422111;6413
OTTMUST00000120453.1;pct;15;13;26;7;20;20;29;37;44;85;66;12;8;7;10;5;8;3;4;11;5;8;8;6;5;3;11;17;5;5;223;4402;4379;4179;0.902591792656588;4630
OTTMUST00000141337.1;pct;0;0;1;4;2;3;15;7;7;13;9;2;2;0;0;0;2;0;1;0;0;1;1;0;0;0;1;0;0;1;57;585;728;528;0.674329501915709;783
OTTMUST00000116002.2;pct;8;6;38;13;34;14;35;49;50;113;63;4;14;18;9;4;4;4;7;12;8;8;13;5;6;7;7;4;3;6;59;5267;5408;5208;0.96929089893914;5373
OTTMUST00000048514.1;pct;6;3;10;9;14;6;10;14;20;30;19;7;6;8;4;2;5;1;7;3;2;1;3;3;2;2;5;2;1;0;409;1669;1366.5;1260;0.735551663747811;1713
OTTMUST00000068047.2;pct;9;19;18;9;31;13;26;28;48;55;43;4;5;9;7;6;11;7;7;10;7;7;8;3;9;7;5;4;3;7;326;1769;1465;1443;0.462648284706637;3119
OTTMUST00000075490.1;pct;14;4;31;7;40;11;23;46;36;112;77;10;19;14;10;4;7;4;8;10;5;8;9;3;10;1;4;8;3;4;40;4009;4169;3969;0.731612903225806;5425
OTTMUST00000069022.1;pct;5;5;18;3;17;14;17;34;32;48;36;5;8;9;8;4;2;1;9;9;5;2;3;6;3;4;9;7;4;4;402;2223;2000;1821;0.764162819974822;2383
